class,comment_sentence,labels,types
TDependencyQueries,#querylocal asymbol with afamixassociation seeks associations of the genus afamixassociation in the direction described by the symbol in the receptor.,[0 0 0 0 0 1 0],fr
TDependencyQueries,#queryall asymbol looks for associations in the direction described by the symbol in the receiver and its children.,[0 0 0 0 0 1 0],fr
TDependencyQueries,examples,[0 1 0 0 0 0 0],fr
TDependencyQueries,will return a result of moosecomingquery containing the famix-heritage associations having the afamix class or its children as target,[0 1 0 0 0 0 0],fr
TDependencyQueries,request afamixmethod #out with famixaccess.,[0 1 0 0 0 0 0],fr
TDependencyQueries,will return a moose result containing famixaccess associations with afamixmethod or its children as source,[0 1 0 0 0 0 0],fr
TDependencyQueries,afamixmethod local request #out with famixaccess.,[0 1 0 0 0 0 0],fr
TDependencyQueries,afamixclass requestall #in.,[0 1 0 0 0 0 0],fr
TDependencyQueries,afamixmethod requestall #out.,[0 1 0 0 0 0 0],fr
TDependencyQueries,afamixclass requestalllocal #in.,[0 1 0 0 0 0 0],fr
TDependencyQueries,afamixmethod requestalllocal #out.,[0 1 0 0 0 0 0],fr
TOODependencyQueries,an overdependency defines a vocabulary to calculate the dependencies of object-oriented entities.,[0 0 1 0 0 0 0],fr
PPDebugParser,a ppdebugparser is an analyser that tracks all the progress and returns the special object that can be browsed to see how the analysis has evolved over time.,[0 0 1 0 1 0 0],fr
PPDebugParser,used by adding activatedbug before analysis.,[0 0 0 0 0 0 1],fr
PPDebugParser,root result of root parser,[0 0 0 0 0 1 0],fr
PPDebugParser,root,[0 0 0 0 0 1 0],fr
PPInfo,a ppinfo represents the information about an analysis result and also contains this result.,[0 0 0 0 1 0 0],fr
PPInfo,it is useful to obtain the evaluation and position of the flow.,[0 0 1 0 0 0 0],fr
PPLiteralParser,abstract literal analyzer that analyzes a sort of literal type to be specified by subclasses.,[0 0 0 0 1 0 1],fr
PPNonEmptyParser,"i failure to return, if the delegated analyser did not consume an input.",[0 0 1 0 0 0 0],fr
PPScriptingTest,These are a few simple demonstration scripts of analyser combinators for the compiler construction course.,[0 0 0 0 1 0 0],fr
PPSea,a ppisland allows an imprecise analysis.,[0 0 1 0 0 1 0],fr
PPSea,you can create it on a p parser by calling p island eg,[0 0 1 0 0 1 0],fr
PPSea,"p x, an island, accepts the following entries",[0 1 0 0 0 1 0],fr
PPSea,That's right.,[0 1 0 0 0 0 0],fr
PPSea,xab,[0 1 0 0 0 0 0],fr
PPSea,c/,[0 1 0 0 0 0 0],fr
PPSea,xb,[0 1 0 0 0 0 0],fr
PPSea,xac,[0 1 0 0 0 0 0],fr
PPSea,"Use it, if you don't want to set all the grammar rules and you want to skip something.",[0 1 0 0 0 0 0],fr
PPSea,object afterwaterparser,[0 0 0 0 0 1 0],fr
PPSea,awp object,[0 0 0 0 0 1 0],fr
PPSea,object before waterparser,[0 0 0 0 0 1 0],fr
PPSea,bwp object,[0 0 0 0 0 1 0],fr
PPSea,context object,[0 0 0 0 0 1 0],fr
PPSea,island object,[0 0 0 0 0 1 0],fr
PPSea,Awp,[0 0 0 0 0 1 0],fr
PPSea,before the water analyser,[0 0 0 0 0 1 0],fr
PPSea,bwp,[0 0 0 0 0 1 0],fr
PPSea,context,[0 0 0 0 0 1 0],fr
PPSea,island,[0 0 0 0 0 1 0],fr
PPXPathFilter,I'm a knot filter.,[0 0 0 0 1 0 0],fr
PPXPathFilter,a xpath node applies to xml filter elements.,[0 0 1 0 0 0 0],fr
ChrysalPillarishConfiguration,i m a pillar-specific class to manage the ungenerated code for the configuration class.,[0 0 1 0 1 0 0],fr
PRAbstractCommand,i m an object managing the configuration.,[0 0 0 0 1 0 0],fr
PRAbstractCommand,"i m usually invoked from a command line, but not only.",[0 0 1 0 0 0 0],fr
PRAbstractCommand,my main point of entry is,[0 1 0 0 0 0 0],fr
PRAbstractCommand,when you type on the command line,[0 1 0 0 0 0 0],fr
PRAbstractCommand,— export to latex Chapter 1 Chapter 1 pillar,[0 1 0 0 0 0 0],fr
PRAbstractCommand,you can get the same thing,[0 1 0 0 0 0 0],fr
PRAbstractCommand,preexportbuilder new,[0 1 0 0 0 0 0],fr
PRAbstractCommand,createconfiguration pilon^conf,[0 1 0 0 0 0 0],fr
PRAbstractCommand,of the Armed Forces,[0 1 0 0 0 0 0],fr
PRAbstractCommand,inputfile filesystem workingdirectory chapter1 chapter1 chapter1^pillar .,[0 1 0 0 0 0 0],fr
PRAbstractCommand,default latex exporters,[0 1 0 0 0 0 0],fr
PRAbstractCommand,asdictionary,[0 1 0 0 0 0 0],fr
PRAbstractCommand,Exports,[0 1 0 0 0 0 0],fr
PRBashScriptLanguage,bash script language,[0 0 0 0 1 0 0],fr
PRBookTesterVisitor,I am a visitor specializing in visiting books and testing their code.,[0 0 0 0 1 0 1],fr
PRBookTesterVisitor,"Therefore, I only redefine visitcodeblock and I specify it with the different parameters that the codelock may have.",[0 0 1 0 0 0 0],fr
PRBookTesterVisitor,checkandreportfilenamed starts visiting a given file.,[0 0 0 0 0 1 0],fr
PRDocumentListAnnotation,I am a class representing a list of documents.,[0 0 0 0 1 0 0],fr
PRDocumentListAnnotation,i allows users to obtain summaries of files located in a directory and to specify a link to access these files.,[0 0 1 0 0 0 0],fr
PRDocumentListAnnotation,I can choose the number of files to take and how to sort them.,[0 0 1 0 0 0 0],fr
PRDocumentListAnnotation,We can also choose how the abstracts will be represented by specifying models.,[0 0 1 0 0 0 0],fr
PRDocumentListAnnotation,we have the possibility to give several models.,[0 0 1 0 0 0 0],fr
PRDocumentListAnnotation,then the abstracts will alternately change the templates if you have specified mutliple directories.,[0 0 1 0 0 0 0],fr
PRDocumentListAnnotation,"with models, the annotation is replaced by a raw document in html.",[0 0 1 0 0 0 0],fr
PRDocumentListAnnotation,"For model values, you cannot specify directories, only ^mustache files.",[0 0 1 0 0 0 0],fr
PRDocumentListAnnotation,you must specify the full path from the project directory.,[0 0 1 0 0 0 0],fr
PRDocumentListAnnotation,"also for the path, the complete path from the project directory.",[0 1 0 0 0 0 0],fr
PRDocumentListAnnotation,doclist path blogs limit 3 sort date templates # templates docarticle^mustache templates template^mustache,[0 1 0 0 0 0 0],fr
PRDocumentListAnnotation,doclist path wrongdirectory limit 3 sort date templates # templates docarticle^mustache templates template^mustache should raise an error,[0 1 0 0 0 0 0],fr
PRFootnote,"I am a footnote, you can create me with",[0 0 0 0 1 0 0],fr
PRFootnote,Noted as demanding,[0 1 0 0 0 0 0],fr
PRHeadingLevelOffsetTransformer,convert from the level of a pillar title to the level of a title of the exported document.,[0 0 1 0 0 0 0],fr
PRHTMLScriptLanguage,hypertext markup language,[0 0 0 0 1 0 0],fr
PRInputFileAnnotation,i include a reference to a pillar file.,[0 0 1 0 0 0 0],fr
PRInputFileAnnotation,with me we can add a transformation to replace an annotation to a pillar file with its tree.,[0 0 1 0 0 0 0],fr
PRInputFileAnnotation,My tag is inputfile.,[0 0 0 0 0 1 0],fr
PRInputFileAnnotation,"a path to a file with the required key value, you can write it without the key",[0 0 0 0 0 1 0],fr
PRInputFileAnnotation,examples,[0 1 0 0 0 0 0],fr
PRInputFileAnnotation,Myfile^pillar input file,[0 1 0 0 0 0 0],fr
PRInputFileAnnotation,Myfile^pillar input file value directory,[0 1 0 0 0 0 0],fr
PRLaTeXEnvironment,for issuing,[0 0 1 0 0 0 0],fr
PRList,I'm an abstract list.,[0 0 0 0 1 0 0],fr
PRList,"i represents abstraction from the ordered, unordered html or latex list.",[0 0 0 0 1 0 0],fr
PRMarkdownWriter,I'm a writer for Commonmark.,[0 0 0 0 1 0 0],fr
PRObject,I'm a great class of most objects inside the dock.,[0 0 0 0 1 0 0],fr
PRObject,"I have a dictionary of properties, so users can easily annotate me with new values.",[0 0 1 0 0 0 0],fr
PRObject,I'm visitable.,[0 0 1 0 0 0 0],fr
PRParameter,My key is the preparameterkey instance and its associated value is a preparametervalue instance.,[0 0 0 0 0 0 1],fr
PRParseWarning,I'm a warning for analyzing a pillar file.,[0 0 0 0 1 0 0],fr
PRPhase,I am an abstract class to describe a phase of an export.,[0 0 0 0 1 0 0],fr
PRPhase,"a phase takes an input, transforms it and returns an output.",[0 0 1 0 0 0 0],fr
PRPhase,a phase contains a configuration.,[0 0 1 0 0 0 0],fr
PRPhase,To create a new phase you have to define its prority as a class method and then to define the action of the phase with an aninput actionon method.,[0 1 0 0 0 0 0],fr
PRPhase,you can also add some transformations to the output like,[0 1 0 0 0 0 0],fr
PRPhase,transform 1 the parameter is the priority of the transformation,[0 1 0 0 0 0 0],fr
PRPhase,make each,[0 1 0 0 0 0 0],fr
PRPhase,self-configuration configuration,[0 1 0 0 0 0 0],fr
PRPillarParser,I'm using the prpillargrammar and I'm building a prdocument.,[0 0 1 1 0 0 1],fr
PRPillarParserMain,It is responsible for initiating the process of analysing a pillar document.,[0 0 1 0 0 0 0],fr
PRPillarParserOld,I'm an analyzer for a pillar syntax.,[0 0 0 0 1 0 0],fr
PRPillarParserOld,I'm using the prpillargrammar and I'm building a prdocument.,[0 0 1 1 0 0 1],fr
PRPreformatted,I am a preformatted text or source code.,[0 0 0 0 1 0 0],fr
PRScreenshotAnnotation,package target package,[0 0 0 0 0 1 0],fr
PRScreenshotAnnotation,method of the targeted method,[0 0 0 0 0 1 0],fr
PRScreenshotAnnotation,subtitle the legend that will appear under my figure in the final book,[0 0 0 0 0 1 0],fr
PRScreenshotAnnotation,width diagram width as would be used in a more classic figure inclusion with legend.,[0 0 0 0 0 1 0],fr
PRScreenshotAnnotation,width of file 50,[0 0 0 0 0 1 0],fr
PRScreenshotAnnotation,label scheme label as would be used in a more classic figure inclusion with legend.,[0 0 0 0 0 1 0],fr
PRScreenshotAnnotation,aa file label,[0 0 0 0 0 1 0],fr
PRScreenshotAnnotation,I am used as follows in a document,[0 1 0 0 0 0 0],fr
PRShowClassTransformer,I'm a transformer for the exposure class annotation.,[0 0 0 0 1 0 0],fr
PRShowClassTransformer,I know how to visit a showclass annotation and how to transform it.,[0 0 1 0 0 0 0],fr
PRShowClassTransformer,i creates a prcodeblock with the class definition inside.,[0 0 0 1 0 0 1],fr
PRSyntaxError,a syntax error,[0 0 0 0 1 0 0],fr
PRUnorderedList,I am usually used for unnumbered lists,[0 0 0 0 0 0 1],fr
PRWatcher,a course to watch the sites served.,[0 0 1 0 1 0 0],fr
PRWatcher,"every 5 seconds, the site is regenerated",[0 0 1 0 0 0 0],fr
PMAccuracy,precision is a framework for testing the numerical accuracy of method results.,[0 0 1 0 1 0 0],fr
PMAdditionalTest,"Here are tests that would be in numerical maths dhb tests, if he could build random matrices",[0 0 1 0 0 0 0],fr
PMAM3Stepper,it's stepper for adams moulton method of order 3.,[0 0 0 0 1 0 0],fr
PMAM3Stepper,an adams step moulton method can reach order s 1.,[0 0 1 0 0 0 0],fr
PMAM3Stepper,an am3 method is implicit.,[0 0 1 0 0 0 0],fr
PMExponentialGenerator,a pmexponentialgenerator uses a uniform random variable in 0.1 to sample from an exponential distribution.,[0 0 0 0 1 0 0],fr
PMExponentialGenerator,"the default random generator is pmrandom, but can be modified.",[0 0 0 0 0 1 0],fr
PMGradient,calculates the gradient of a function of a collection of numbers.,[0 0 1 0 0 0 0],fr
PMGradient,"example f x,y x^2 y",[0 1 0 0 0 0 0],fr
PMGradient,g pmgradient of x x first square x second .,[0 1 0 0 0 0 0],fr
PMGradient,g value # 3 2 .,[0 1 0 0 0 0 0],fr
PMGradient,# 12 9,[0 1 0 0 0 0 0],fr
PMGradient,g value # 1 1 .,[0 1 0 0 0 0 0],fr
PMGradient,# 2 1,[0 1 0 0 0 0 0],fr
PMImplicitAnnouncer,an implied advertiser is used by odesolver to announce the results of the step.,[0 0 0 0 1 0 1],fr
PMKolmogorovSmirnov1Sample,"You can do the last in two ways, either by specifying a block via #cdf or by specifying a distribution with concrete parameters via #populationdistribution.",[0 1 0 0 0 0 0],fr
PMKolmogorovSmirnov1Sample,"#ksstatistic returns kolmogorovs d, calculated as the maximum of d and d, iow it does not!",[0 0 0 0 0 1 0],fr
PMKolmogorovSmirnov1Sample,use d max f y i i n .,[0 0 0 0 0 1 0],fr
PMKolmogorovSmirnov1Sample,See e.g. http://www.itl.nist.gov div898 eda section3 eda35g^htm why this would be wrong.,[0 0 0 0 0 1 0],fr
PMKolmogorovSmirnov1Sample,#pvalue returns the probability of getting a ksstatistic.,[0 0 0 0 0 1 0],fr
PMKolmogorovSmirnov1Sample,nd dhbnormaldistribution new.,[0 1 0 0 0 0 0],fr
PMKolmogorovSmirnov1Sample,"Normal distribution 0, 1",[0 1 0 0 0 0 0],fr
PMKolmogorovSmirnov1Sample,ks kolmogorovsmirnov compared to 1 to 100 randomly collect with nd distribution.,[0 1 0 0 0 0 0],fr
PMKolmogorovSmirnov1Sample,ks rejects hypothetical equivalence with alpha 005.,[0 1 0 0 0 0 0],fr
PMKolmogorovSmirnov1Sample,FALSE,[0 1 0 0 0 0 0],fr
PMLineSearch,i implement the online search algorithm to find the minimum of a function g x 0 on the interval 0 x 1.,[0 0 1 0 1 0 0],fr
PMLineSearch,"the method is initialized by g 0 , g 1 and g 0 .",[0 0 1 0 0 0 0],fr
PMLineSearch,"the step from x 0 to x 1 assumes to minimize g x i^eg 0 0 , but due to the non-linearity of g x may not do so.",[1 0 0 0 0 0 0],fr
PMLineSearch,"in this case, this method finds such an x that this function is minimized in the direction",[1 0 0 0 0 0 0],fr
PMLineSearch,g x g 0 alpha g 0,[1 0 0 0 0 0 0],fr
PMLineSearch,for a few small alpha defaults at 1st 4 .,[1 0 0 0 0 0 0],fr
PMLineSearch,"where funblock is the implementation of g x , g0 g 0 , dg0 g 0 and g1 g 0 .",[0 1 0 0 0 0 0],fr
PMLineSearch,setfunblock of the stored method.,[0 1 0 0 0 0 0],fr
PMLineSearch,storedmethod setvalueatzero g0 derivativeatzero dg0 valueatone g1.,[0 1 0 0 0 0 0],fr
PMLineSearch,assessment of the stored method.,[0 1 0 0 0 0 0],fr
PMLineSearch,Optimization advice!!!,[1 0 0 0 0 0 0],fr
PMLineSearch,it is guaranteed that g x will be called on the result x.,[1 0 0 0 0 0 0],fr
PMLineSearch,see dhbnewtonzerofinder pmnewtonzerofinder which uses this to minimize the number of function evaluations.,[1 0 0 0 0 0 0],fr
PMMatrix,I represent a mathematical matrix.,[0 0 0 0 1 0 0],fr
PMMatrix,i can be built from lines as follows:,[0 1 0 0 0 0 0],fr
PMMatrix,The pmmatrice lines # 1 2 3 4 5 6 .,[0 1 0 0 0 0 0],fr
PMMatrix,I understand the usual matrix operations.,[0 0 0 0 0 1 0],fr
PMODESolver,solve system x0 astate t0 starttime t1 fintime,[0 0 0 0 0 1 0],fr
PMODESolver,announcements are made when action is taken.,[1 0 0 0 0 0 0],fr
PMQuantileTest,"Quantile testing is mainly the #quantile method by calculating the quartiles with each method on the sorted collections of sizes 4, 5, 6 and 11.",[1 0 0 0 0 0 0],fr
PMSciKitLearnSVDFlipAlgorithmTest,it is the test class that exercises scikit learn eigenvector flip algorithm,[0 0 1 0 1 0 0],fr
PMStateTime,It holds both a state and a time.,[0 0 1 0 0 0 0],fr
PMStateTime,"we don't want to use a point, since the state can be a vector quantity, and the behavior of the table @ number is a bit out it stores points in an array, what we want is the array itself in the state, and the scalar amount in time.",[1 0 0 0 0 0 0],fr
PMStepper,The base steppers perform a time step of a specific order with a given stepize.,[0 0 1 0 1 0 0],fr
PMStepper,"the numerical resolution of the ordinary differential equation is usually done iteratively, i.e. a given state of an ordinary differential equation is iterated forward x t x t dt x t 2dt.",[1 0 0 0 0 0 0],fr
PMStepper,steppers performs a single step.,[1 0 0 0 0 0 0],fr
PMStepper,the most general type of stepper is described by the stepper concept.,[0 0 0 0 0 0 1],fr
PMStepper,the onsystem class method will assign the system to the stepper.,[0 0 0 0 0 1 0],fr
GLMRoassal2MorphicTest,a glmroassalmorphictest is xxxxxx.,[0 0 0 0 1 0 0],fr
RTAbout,I am a class that displays general information about roassal,[0 0 1 0 0 0 0],fr
RTAbstractExample,examples of errors,[0 1 0 0 0 0 0],fr
RTAbstractExample,examples ordered new collection.,[0 1 0 0 0 0 0],fr
RTAbstractExample,Subclasses rtabstractexample collect #new,[0 1 0 0 0 0 0],fr
RTAbstractExample,setting an example,[0 1 0 0 0 0 0],fr
RTAbstractExample,example gtexamples font meet time builder,[0 1 0 0 0 0 0],fr
RTAbstractExample,date and time of the time now.,[0 1 0 0 0 0 0],fr
RTAbstractExample,Iftrue constructor build.,[0 1 0 0 0 0 0],fr
RTAbstractExample,date and time of time now time.,[0 1 0 0 0 0 0],fr
RTAbstractExample,time 1 asduration,[0 1 0 0 0 0 0],fr
RTAbstractExample,iftrue examples add the time encountered,[0 1 0 0 0 0 0],fr
RTAbstractExample,"when wrong, add errors encountered",[0 1 0 0 0 0 0],fr
RTAbstractExample,examples of errors,[0 1 0 0 0 0 0],fr
RTAbstractStackedDataSet,a data set is a set of points to be plotted.,[0 0 0 0 1 0 0],fr
RTAbstractStackedDataSet,a data set must be added to a rtgrapher.,[0 0 0 0 0 0 1],fr
RTAbstractTreeBuilder,I'm a basic class for some roassal builders like,[0 0 0 0 1 0 1],fr
RTAbstractTreeBuilder,rttreemapbuilder,[0 0 0 1 0 0 1],fr
RTAbstractTreeBuilder,rtcircrtreemapbuilder,[0 0 0 1 0 0 1],fr
RTAbstractTreeBuilder,rtbundlebuilder,[0 0 0 1 0 0 1],fr
RTAbstractTreeBuilder,rtsunburstbuilder,[0 0 0 1 0 0 1],fr
RTAttachPoint,I am the superclass of the class hierarchy that describes the attachment points.,[0 0 0 0 1 0 0],fr
RTAttachPoint,a fixation point indicates where the lines start and end.,[0 0 1 0 0 0 0],fr
RTAxisRenderer,it simply renders in a view an axis configuration,[0 0 1 0 0 0 1],fr
RTBezier3Line,describe a cubic bezier spline,[0 0 1 0 0 0 0],fr
RTBezier3Line,V rtview new.,[0 1 0 0 0 0 0],fr
RTBezier3Line,s rtellipse new color color red alpha 04 size 30.,[0 1 0 0 0 0 0],fr
RTBezier3Line,e1 s elementon starts .,[0 1 0 0 0 0 0],fr
RTBezier3Line,e2 s elementon end .,[0 1 0 0 0 0 0],fr
RTBezier3Line,e3 s elementon middle .,[0 1 0 0 0 0 0],fr
RTBezier3Line,lineshape rtbezier3line new.,[0 1 0 0 0 0 0],fr
RTBezier3Line,linehape controlelement e3.,[0 1 0 0 0 0 0],fr
RTBezier3Line,lineshape attachpoint rtshorterdistanceattachpoint instance .,[0 1 0 0 0 0 0],fr
RTBezier3Line,the edges of the lines of the edge of line e1 to line e2.,[0 1 0 0 0 0 0],fr
RTBezier3Line,v add e1 add e2 add e3 add edge.,[0 1 0 0 0 0 0],fr
RTBezier3Line,e1 @ rtdraggable.,[0 1 0 0 0 0 0],fr
RTBezier3Line,e2 @ rtdraggable.,[0 1 0 0 0 0 0],fr
RTBezier3Line,e3 @ rtdraggable.,[0 1 0 0 0 0 0],fr
RTBezier3Line,e2 translated by 80 @ 50.,[0 1 0 0 0 0 0],fr
RTBezier3Line,e3 translated by 40 @ 25.,[0 1 0 0 0 0 0],fr
RTBezier3Line,V.,[0 1 0 0 0 0 0],fr
RTBox,a rt box is a rectangular box.,[0 0 0 0 1 0 0],fr
RTBox,"For example,",[0 1 0 0 0 0 0],fr
RTBox,V.,[0 1 0 0 0 0 0],fr
RTBox,V rtview new.,[0 1 0 0 0 0 0],fr
RTBox,v add rtbox new width 10 height 20 element.,[0 1 0 0 0 0 0],fr
RTBox,v opened,[0 1 0 0 0 0 0],fr
RTBucketColor,a scale of elements is discreted in buckets where elements of each bucket are associated with an element.,[0 0 1 0 0 0 0],fr
RTBucketColor,buckets are formed by creating partitions uniformly.,[0 0 1 0 0 0 0],fr
RTCalendarExample,rtcalendarexample new installtitle visualizationcsv,[0 1 0 0 0 0 0],fr
RTCalendarExample,code,[0 1 0 0 0 0 0],fr
RTCalendarExample,b Tab color dictionary,[0 1 0 0 0 0 0],fr
RTCalendarExample,"tab rttabtable new input http bl^ocks.org mbostock rough 4063318 dji^csv asurl recovercontents usingdelimit ,.",[0 1 0 0 0 0 0],fr
RTCalendarExample,tab deletefirstrow.,[0 1 0 0 0 0 0],fr
RTCalendarExample,dictionary new dictionary.,[0 1 0 0 0 0 0],fr
RTCalendarExample,The tab values make the value ar,[0 1 0 0 0 0 0],fr
RTCalendarExample,value ar fifth ar number second ar number second ar number.,[0 1 0 0 0 0 0],fr
RTCalendarExample,dictionary at ar first asdate set .,[0 1 0 0 0 0 0],fr
RTCalendarExample,color # # 165 0 38 # 215 48 38 # 244 109 67,[0 1 0 0 0 0 0],fr
RTCalendarExample,# 166 217 106 # 102 189 99 # 26 152 80 # 0 104 55,[0 1 0 0 0 0 0],fr
RTCalendarExample,b rtcalendarbuilder new.,[0 1 0 0 0 0 0],fr
RTCalendarExample,b moishape shape b moishapepath 150 .,[0 1 0 0 0 0 0],fr
RTCalendarExample,comp add rtlabel new text d year height 20 .,[0 1 0 0 0 0 0],fr
RTCalendarExample,b horizontal line of the year.,[0 1 0 0 0 0 0],fr
RTCalendarExample,d value index,[0 1 0 0 0 0 0],fr
RTCalendarExample,index value 11 01 1.,[0 1 0 0 0 0 0],fr
RTCalendarExample,index 11 iftrue index 11 .,[0 1 0 0 0 0 0],fr
RTCalendarExample,^ b view,[0 1 0 0 0 0 0],fr
RTCircleGeometry,i represents a circle described by its centre and a radius.,[0 0 0 0 1 0 0],fr
RTCPQualitative,"Qualitative patterns do not imply differences in size between the legend classes, and the shades are used to create primary visual differences between classes.",[0 0 1 0 0 0 0],fr
RTCPQualitative,Qualitative systems are best suited to represent nominal or categorical data.,[0 0 1 0 0 0 0],fr
RTCPQualitative,colorpalette show qualitative,[0 1 0 0 0 0 0],fr
RTDualAttachPoint,I am a new class to combine fixing points,[0 0 1 0 1 0 0],fr
RTEditableLabel,"I am a class to create editable label forms, but remember that roassal is for visualizations not to build morphs",[0 0 1 0 1 0 0],fr
RTEllipseTest,a rtellipsetest is a test class to test rtellipse behavior,[0 0 1 0 1 0 0],fr
RTExperimentalExample,code,[0 1 0 0 0 0 0],fr
RTExperimentalExample,b v,[0 1 0 0 0 0 0],fr
RTExperimentalExample,V rtview new.,[0 1 0 0 0 0 0],fr
RTExperimentalExample,b object v.,[0 1 0 0 0 0 0],fr
RTExploraBuilderTest,a roexplorabuildertest is xxxxxx.,[0 0 0 0 1 0 0],fr
RTFilterInView,this interaction adds a menu set in the view to filter and exit certain items,[0 0 1 0 0 0 0],fr
RTFilterInView,With edges,[0 1 0 0 0 0 0],fr
RTFilterInView,b edges connect from #superclass.,[0 1 0 0 0 0 0],fr
RTFilterInView,example using spawning block,[0 1 0 0 0 0 0],fr
RTFilterInView,filter genblock el rtview new addall el copy yourself.,[0 1 0 0 0 0 0],fr
RTForceBasedLayout,a roforcebased warning is inspired by the d3 code.,[0 0 0 0 1 0 0],fr
RTGrapherSelectRangeViewContext,define a range for gt,[0 0 1 0 0 0 0],fr
RTGrapherSelectRangeViewContext,g rtgrapher new.,[0 1 0 0 0 0 0],fr
RTGrapherSelectRangeViewContext,g see rtview new.,[0 1 0 0 0 0 0],fr
RTGrapherSelectRangeViewContext,ds rtdata new.,[0 1 0 0 0 0 0],fr
RTGrapherSelectRangeViewContext,ds dotshape color trans blue.,[0 1 0 0 0 0 0],fr
RTGrapherSelectRangeViewContext,ds rtshape points with all subclasses.,[0 1 0 0 0 0 0],fr
RTGrapherSelectRangeViewContext,ds y cls number of methods 50 .,[0 1 0 0 0 0 0],fr
RTGrapherSelectRangeViewContext,ds x cls number of lines of code 150 .,[0 1 0 0 0 0 0],fr
RTGrapherSelectRangeViewContext,g add ds.,[0 1 0 0 0 0 0],fr
RTGrapherSelectRangeViewContext,rtgrapherselectrangeviewcontext ongrapher g callback elements g view attribute #presentation selection elements .,[0 1 0 0 0 0 0],fr
RTGrapherSelectRangeViewContext,g,[0 1 0 0 0 0 0],fr
RTHighlightableWithCursor,"For example,",[0 1 0 0 0 0 0],fr
RTHighlightableWithCursor,b rtumlclassbuilder new,[0 1 0 0 0 0 0],fr
RTHighlightableWithCursor,instancevariable #instvarnames,[0 1 0 0 0 0 0],fr
RTHighlightableWithCursor,#method selector #selectors,[0 1 0 0 0 0 0],fr
RTHighlightableWithCursor,Method names #rtmethods,[0 1 0 0 0 0 0],fr
RTHighlightableWithCursor,attributeelector # yourself.,[0 1 0 0 0 0 0],fr
RTHighlightableWithCursor,b attributeshape color black.,[0 1 0 0 0 0 0],fr
RTHighlightableWithCursor,b black color shape methods.,[0 1 0 0 0 0 0],fr
RTHighlightableWithCursor,b classnameshape color color black.,[0 1 0 0 0 0 0],fr
RTHighlightableWithCursor,b lineshape color black.,[0 1 0 0 0 0 0],fr
RTHighlightableWithCursor,b box shape bordercolor color black.,[0 1 0 0 0 0 0],fr
RTHighlightableWithCursor,b collection addobjects with all subclasses .,[0 1 0 0 0 0 0],fr
RTHighlightableWithCursor,b display @ rthighlightable withcursor elements.,[0 1 0 0 0 0 0],fr
RTHighlightableWithCursor,^b view,[0 1 0 0 0 0 0],fr
RTHighlightableWithCursor,b Size of the shape circle 10.,[0 1 0 0 0 0 0],fr
RTHighlightableWithCursor,b Signs of interaction,[0 1 0 0 0 0 0],fr
RTHighlightableWithCursor,connecttoall #subclasses.,[0 1 0 0 0 0 0],fr
RTHighlightableWithCursor,b Interaction is indicated on the label,[0 1 0 0 0 0 0],fr
RTHighlightableWithCursor,highlight #subclasses objects.,[0 1 0 0 0 0 0],fr
RTHighlightableWithCursor,collection of b nodes with all subclasses.,[0 1 0 0 0 0 0],fr
RTHighlightableWithCursor,nodes @ rthighlightablewithcursor.,[0 1 0 0 0 0 0],fr
RTHighlightableWithCursor,b edges move behind connect from #superclass.,[0 1 0 0 0 0 0],fr
RTHighlightableWithCursor,b radial arrangement.,[0 1 0 0 0 0 0],fr
RTHistogramSet,the histogram gives you a frequency of distribution on the given points.,[0 0 1 0 0 0 0],fr
RTHistogramSet,frequency on y and a collection of values per bar on x.,[0 0 1 0 0 0 0],fr
RTLabeled,"For example,",[0 1 0 0 0 0 0],fr
RTLabeled,V rtview new.,[0 1 0 0 0 0 0],fr
RTLabeled,e rtellipse new size 30 elementon 42.,[0 1 0 0 0 0 0],fr
RTLabeled,v add e.,[0 1 0 0 0 0 0],fr
RTLabeled,"e @ rtlabeled new text value my value is , value astrin .",[0 1 0 0 0 1 0],fr
RTLabeled,V.,[0 1 0 0 0 0 0],fr
RTLabeled,canvas object,[0 0 0 0 0 1 0],fr
RTLabeled,color object,[0 0 0 0 0 1 0],fr
RTLabeled,offset object,[0 0 0 0 0 1 0],fr
RTLabeled,heading object,[0 0 0 0 0 1 0],fr
RTLabeled,text object,[0 0 0 0 0 1 0],fr
RTLabeled,canvas,[0 0 0 0 0 1 0],fr
RTLabeled,color,[0 0 0 0 0 1 0],fr
RTLabeled,position,[0 0 0 0 0 1 0],fr
RTLabeled,text,[0 0 0 0 0 1 0],fr
RTLineDecorationExample,rtlinedecoration example new cool installtitle,[0 1 0 0 0 0 0],fr
RTLineDecorationExample,code,[0 1 0 0 0 0 0],fr
RTLineDecorationExample,v b1 b2 edges,[0 1 0 0 0 0 0],fr
RTLineDecorationExample,b1 rtbox new,[0 1 0 0 0 0 0],fr
RTLineDecorationExample,size 100,[0 1 0 0 0 0 0],fr
RTLineDecorationExample,element,[0 1 0 0 0 0 0],fr
RTLineDecorationExample,translate to 0 @ 0,[0 1 0 0 0 0 0],fr
RTLineDecorationExample,@ rtdraggable.,[0 1 0 0 0 0 0],fr
RTLineDecorationExample,b2 rtbox new,[0 1 0 0 0 0 0],fr
RTLineDecorationExample,size 100,[0 1 0 0 0 0 0],fr
RTLineDecorationExample,element,[0 1 0 0 0 0 0],fr
