class,comment_sentence,labels,types
LastNWindowCollector,This layer is not safe for thread.,[0 0 1 0 0],es
LBFGS,"implements the algorithm of l bfgs, strongly inspired by minfunc",[0 0 0 0 1],es
LBFGS,This is a very memory-intensive optimizer that requires additional,[0 0 1 0 0],es
LBFGS,param bytes history size 1 bytes .,[0 0 1 0 0],es
LBFGS,if it doesn't fit in the memory,[0 0 1 0 0],es
LBFGS,"try to reduce the size of the history, or use a different algorithm.",[0 0 1 0 0],es
LBFGS,arguments,[0 1 0 0 0],es
LBFGS,max iter int maximum number of iterations per optimization step,[0 1 0 0 0],es
LBFGS,max eval int maximum number of optimization function evaluations,[0 1 0 0 0],es
LBFGS,1e 5 by default .,[0 1 0 0 0],es
LBFGS,the value parameter changes by default 1e 9 .,[0 1 0 0 0],es
LBFGS,search line fn str or strong Wolfe or none by default any.,[0 1 0 0 0],es
Module,"modules can also contain other modules, allowing nesting in",[0 0 0 1 0],es
Module,a tree structure.,[0 0 0 1 0],es
Module,can assign submodules as regular attributes,[0 0 0 1 0],es
Module,Import of torches ^ nn.functional as f,[1 0 0 0 0],es
Module,def init self,[1 0 0 0 0],es
Module,"supermodel, car.",[1 0 0 0 0],es
Module,init,[1 0 0 0 0],es
Module,"self^conv1 nn^conv2d 1, 20, 5",[1 0 0 0 0],es
Module,"self^conv2 nn^conv2d 20, 20, 5",[1 0 0 0 0],es
Module,"Def forward me, x.",[1 0 0 0 0],es
Module,x f^relu self^conv1 x,[1 0 0 0 0],es
Module,returns f^relu self^conv2 x,[1 0 0 0 0],es
Module,"The submodules assigned in this way will be recorded, and will have their",[0 0 0 1 0],es
Module,"converted parameters also when calling goal to, etc.",[0 0 0 1 0],es
MultiLabelMarginLoss,creates a criterion that optimizes a multiclass classification,[0 0 0 0 1],es
MultiLabelMarginLoss,loss based on hinge loss margin between input mathematics x a mini batch tensioner 2d,[0 0 0 1 1],es
MultiLabelMarginLoss,and mathematical output and that is a 2d tensor of target class indexes .,[0 0 0 1 1],es
MultiLabelMarginLoss,for each sample in the mini lot,[0 0 0 1 0],es
MultiLabelMarginLoss,"loss of text x, and sum ij frack max 0, 1 x and j x i text x^ size 0",[1 0 0 1 0],es
MultiLabelMarginLoss,the criterion only considers a contiguous block of non-negative objectives that,[0 0 0 1 0],es
MultiLabelMarginLoss,It starts at the front.,[0 0 0 1 0],es
MultiLabelMarginLoss,This allows different samples to have varying amounts of target classes.,[0 0 0 1 0],es
MultiLabelMarginLoss,"average bool size, optionally depreciated see attr reduction.",[0 1 0 0 0],es
MultiLabelMarginLoss,"default,",[0 1 0 0 0],es
MultiLabelMarginLoss,losses are averaged on each loss element of the lot.,[0 1 0 0 0],es
MultiLabelMarginLoss,note that for,[0 1 0 0 0],es
MultiLabelMarginLoss,"some losses, there are several elements per sample.",[0 1 0 0 0],es
MultiLabelMarginLoss,if the average field attr size,[0 1 0 0 0],es
MultiLabelMarginLoss,"is set in false , losses are summarized instead of each minibatch.",[0 1 0 0 0],es
MultiLabelMarginLoss,ignored,[0 1 0 0 0],es
MultiLabelMarginLoss,when reducing is false.,[0 1 0 0 0],es
MultiLabelMarginLoss,default true,[0 1 0 0 0],es
MultiLabelMarginLoss,"reduce bool, optionally depreciated see reduction of attr .",[0 1 0 0 0],es
MultiLabelMarginLoss,"losses are averaged or summarized on observations for each minibatch, depending on",[0 1 0 0 0],es
MultiLabelMarginLoss,in the mean size of attr .,[0 1 0 0 0],es
MultiLabelMarginLoss,"when attr reduce is false, returns a loss by",[0 1 0 0 0],es
MultiLabelMarginLoss,batch element in place and ignores the average size of the attr .,[0 1 0 0 0],es
MultiLabelMarginLoss,default true,[0 1 0 0 0],es
MultiLabelMarginLoss,"reduction chain, optional specifies the reduction to be applied to the output",[0 1 0 0 0],es
MultiLabelMarginLoss,no average sum .,[0 1 0 0 0],es
MultiLabelMarginLoss,"no reduction shall be applied,",[0 1 0 0 0],es
MultiLabelMarginLoss,the sum of the output shall be divided by the number of,[0 1 0 0 0],es
MultiLabelMarginLoss,"elements in the output, add the output will be summarized.",[0 1 0 0 0],es
MultiLabelMarginLoss,attr average note size,[0 1 0 0 0],es
MultiLabelMarginLoss,"and attr reduces are in the process of being obsolete, and in the meantime,",[0 1 0 0 0],es
MultiLabelMarginLoss,default average,[0 1 0 0 0],es
MultiLabelMarginLoss,"math input c or math n, c where n is lot size and c",[0 0 0 1 0],es
MultiLabelMarginLoss,"if the attr reduction is not any, then mathematics n.",[0 0 0 1 0],es
MultiLabelMarginLoss,loss nn^multilabelmarginloss,[1 0 0 0 0],es
MultiLabelMarginLoss,"x torch ^ floattensior 01, 02, 04, 08",[1 0 0 0 0],es
MultiLabelMarginLoss,"# for the target and, just consider labels 3 and 0, not after label 1",[1 0 0 0 0],es
MultiLabelMarginLoss,"loss x, y",[1 0 0 0 0],es
MultiLabelMarginLoss,# 025 1 01 02 1 01 04 1 08 02 1 08 04,[1 0 0 0 0],es
MultiLabelMarginLoss,tensioner 08500,[1 0 0 0 0],es
NetModifier,the classes inherited must apply the net change method when,[0 0 0 1 0],es
NetModifier,example use,[1 0 0 0 0],es
NetModifier,modifier somenetmodifier opts,[1 0 0 0 0],es
NetModifier,modifier network,[1 0 0 0 0],es
OneHotCategorical,creates a categorical hot distribution parameterized by probs attr or,[0 0 0 0 1],es
OneHotCategorical,attr logits.,[0 0 0 0 1],es
OneHotCategorical,Samples are a hot coded vector of size probs^size 1 .,[0 0 0 1 0],es
OneHotCategorical,attr probs and attr logits.,[0 0 0 0 1],es
OneHotCategorical,"M tensor onehotcategorico 025, 025, 025, 025, 025",[1 0 0 0 0],es
OneHotCategorical,"m^sample # equal probability of 0, 1, 2, 3",[1 0 0 0 0],es
OneHotCategorical,"Tensor 0, 0, 0, 1.",[1 0 0 0 0],es
OneHotCategorical,probs probability of tensor events,[0 1 0 0 0],es
OneHotCategorical,logit tensor event log odds,[0 1 0 0 0],es
Poisson,"creates a poisson distribution parameterized by attr rate, the rate parameter.",[0 0 0 0 1],es
Poisson,"samples are non-negative integers, with a pmf given by",[1 0 0 1 0],es
Poisson,m poisson torch^tension 4,[1 0 0 0 0],es
Poisson,m^sample,[1 0 0 0 0],es
Poisson,Tensor 3.,[1 0 0 0 0],es
Poisson,"speed number, speed parameter tensor",[0 1 0 0 0],es
QuantWrapper,"a kind of wrapping that wraps the input module, adds quantstub and",[0 0 0 0 1],es
QuantWrapper,dequantstub and surround the call to the module with call to quant and dequant,[0 0 0 0 1],es
QuantWrapper,modules.,[0 0 0 0 1],es
QuantWrapper,this is used by the quantification utility functions to add the quant and,[0 0 0 1 0],es
QuantWrapper,"dequant modules, before converting the quantstub function will only be observant,",[0 0 0 1 0],es
QuantWrapper,shall be exchanged to nnq^quantize which makes actual quantification.,[0 0 0 1 0],es
QuantWrapper,In the same way,[0 0 0 1 0],es
QuantWrapper,for dequantstub.,[0 0 0 1 0],es
SGD,implements stochastic gradient descent optionally with impulse .,[0 0 0 0 1],es
SGD,momentum of nedrerov is based on the formula of,[0 0 1 1 0],es
SGD,on the importance of initialization and the drive in deep learning .,[0 0 1 1 0],es
SGD,"impulse floater, optional pulse factor by default 0",[0 1 0 0 0],es
SGD,"damping float, optional damping for default pulse 0",[0 1 0 0 0],es
SGD,"bool nesterov, optional allows the nesterov impulse to fail by default",[0 1 0 0 0],es
SGD,"Optimizer torch^optim.sgd model^parameters , lr 01, momentum 09",[1 0 0 0 0],es
SGD,optimizer ^ zero degree,[1 0 0 0 0],es
SGD,"loss fn input model , destination ^ backwards",[1 0 0 0 0],es
SGD,Optimer^step,[1 0 0 0 0],es
SharedCache,Multiprocess handle dictionary a storageweakref,[0 0 0 0 1],es
StackTransform,transforms functor that applies a sequence of transformations tseq,[0 0 0 0 1],es
StackTransform,in a way compatible with the func ^stack torch.,[0 0 0 0 1],es
StackTransform,"x torch ^ battery torch ^ range 1, 10 , torch ^ range 1, 10 , dim 1",[1 0 0 0 0],es
StackTransform,"t stacktransform exptransform , identity transform , dim 1",[1 0 0 0 0],es
StackTransform,and t x,[1 0 0 0 0],es
Subset,subset of a data set in specified indices.,[0 0 0 0 1],es
Subset,arguments,[0 1 0 0 0],es
Subset,data set data set data set,[0 1 0 0 0],es
Subset,sequence indexes throughout the set selected for subset,[0 1 0 0 0],es
Task,a task consists of one run step and zero or more outputs.,[0 0 0 0 1],es
Task,"the tasks are carried out in the context of a task force, which, in turn,",[0 0 0 1 0],es
Task,be directed by a session.,[0 0 0 1 0],es
Task,the results of the task are obtained in the session at the end of the execution.,[0 0 0 1 0],es
Task,of import operations of the net builder,[1 0 0 0 0],es
Task,"with the node trainer , task name my task , instances num 2",[1 0 0 0 0],es
Task,with ops^task init,[1 0 0 0 0],es
Task,GLOBL ops^const 0,[1 0 0 0 0],es
Task,with ops^task instance init,[1 0 0 0 0],es
Task,local operations ^const 0,[1 0 0 0 0],es
Task,with ops^loop 100,[1 0 0 0 0],es
Task,"ops^copy globl, local",[1 0 0 0 0],es
Task,with instance output ops^task,[1 0 0 0 0],es
Task,"ops^add globl, local , globl",[1 0 0 0 0],es
Task,with the output ops^task,[1 0 0 0 0],es
Task,"ops^mul globl, globl , globl",[1 0 0 0 0],es
Task,the above task will create 2 instances that will be executed in parallel.,[1 0 0 0 0],es
Task,"each instance will copy local to globl 100 times, then add local",[1 0 0 0 0],es
Task,to shine once.,[1 0 0 0 0],es
Task,"the mul will only be executed once, after all instances",[1 0 0 0 0],es
Task,The task is over.,[1 0 0 0 0],es
TaskOutput,represents the output of a task.,[0 0 0 0 1],es
TransformerEncoderLayer,"ashish vaswani, noam shazeer, Niki parmar, jakob uszkoreit, lion jones, aidan n gomez,",[0 0 1 0 0],es
TransformerEncoderLayer,"lukasz Kaiser, and Illia polosukhin.",[0 0 1 0 0],es
TransformerEncoderLayer,2017,[0 0 1 0 0],es
TransformerEncoderLayer,Attention is all you need.,[0 0 1 0 0],es
TransformerEncoderLayer,Advances in,[0 0 1 0 0],es
TransformerEncoderLayer,"Neural information processing systems, pages 6000 6010.",[0 0 1 0 0],es
TransformerEncoderLayer,users can modify or implement,[0 0 1 0 0],es
TransformerEncoderLayer,in a different way during application.,[0 0 1 0 0],es
TransformerEncoderLayer,n head the number of heads in the required multi-head care models .,[0 1 0 0 0],es
TransformerEncoderLayer,"Encoder layer nn^transformencoderlayer d model 512, nhead 8",[1 0 0 0 0],es
TransformerEncoderLayer,outside the src encoder layer,[1 0 0 0 0],es
Unfold,"where math n is the lot dimension, math c is the channel dimension,",[1 0 0 1 0],es
Unfold,and mathematics represent arbitrary spatial dimensions.,[1 1 0 0 0],es
Unfold,"of attr entry mathematics above , and mathematics d is above all spatial",[0 0 0 1 0],es
Unfold,"therefore, indexing the output attr in the last dimension column dimension dimension",[1 0 0 0 0],es
Unfold,gives all the values within a given block.,[1 0 0 0 0],es
Unfold,"arguments attr , attr stride and attr delay specify",[0 1 0 0 0],es
Unfold,how the sliding blocks are recovered.,[0 1 0 0 0],es
Unfold,Reconfiguring.,[0 1 0 0 0],es
Unfold,"is harder to describe, but this link has a good visualization of what attr dilation does.",[0 1 0 0 0],es
Unfold,core size int or plugs the size of the sliding blocks,[0 1 0 0 0],es
Unfold,"int or tuple filling, optional unenclosed zero filling to be added to",[0 1 0 0 0],es
Unfold,predefined 0,[0 1 0 0 0],es
Unfold,"attr stride is an int or a tuple of length 1, its values will be",[0 1 0 0 0],es
Unfold,replicated in all spatial dimensions.,[1 0 0 1 0],es
Unfold,called im2col.,[0 1 0 0 0],es
Unfold,torch class^nn.fold calculates each combined value in the result,[0 0 1 0 0],es
Unfold,great tensor by adding all the values of all the blocks they contain.,[0 0 1 0 0],es
Unfold,torch class^nn.unfold extracts values in local blocks by,[0 0 1 0 0],es
Unfold,"therefore, if the blocks overlap, they are not",[0 0 1 0 0],es
Unfold,Reverses from each other.,[0 0 1 0 0],es
Unfold,"in general, the operations of folding and deployment are related as",[0 0 1 0 0],es
Unfold,consider the class torch^nn.fold and,[0 0 1 0 0],es
Unfold,instances of the class torch ^ nn.unfold created with the same,[0 0 1 0 0],es
Unfold,fold params dict kernel size .,[0 0 1 0 0],es
Unfold,", dilation .",[0 0 1 0 0],es
Unfold,Filler.,[0 0 1 0 0],es
Unfold,fold nn^fold output size .,[0 0 1 0 0],es
Unfold,", fold parameters",[0 0 1 0 0],es
Unfold,display nn^unfold double params,[0 0 1 0 0],es
Unfold,equal opportunities,[0 0 1 0 0],es
Unfold,fold the input divider input,[0 0 1 0 0],es
Unfold,where the divider is a tensor that depends only on the shape,[0 0 1 0 0],es
Unfold,and dtype of entry,[0 0 1 0 0],es
Unfold,"input torches ^ an input ^ shape, dtype input ^ dtype",[0 0 1 0 0],es
Unfold,the operations of folding and deploying are inverse of each,[0 0 1 0 0],es
Unfold,another to the constant divider.,[0 0 1 0 0],es
Unfold,"mathematical output n, c times size of prod text kernel, l as described above",[1 0 0 1 0],es
Unfold,"display nn^unfold kernel size 2, 3",[1 0 0 0 0],es
Unfold,output display input,[1 0 0 0 0],es
Unfold,# 4 blocks of 2x3 cores in total at input 3x4,[1 0 0 0 0],es
Unfold,"torch ^ size 2, 30, 4",[1 0 0 0 0],es
Unfold,"inp torch^randn 1, 3, 10, 12",[1 0 0 0 0],es
Unfold,"# out unf^view 1, 2, 7, 8 # out unf^view 1, 2, 7, 8 # out unf^view 1, 2, 7, 8 # out unf^view 1, 2, 7, 8 # out unf^view 1, 2, 7, 8 # out unf^view 1, 2, 7, 8",[1 0 0 0 0],es
Unfold,tensor 19073e 06,[1 0 0 0 0],es
UseOptimizer,context class to allow setting the current context.,[0 0 0 0 1],es
UseOptimizer,example use with beer,[1 0 0 0 0],es
UseOptimizer,Optimal weight,[1 0 0 0 0],es
UseOptimizer,with the Optim2 use optimizer,[1 0 0 0 0],es
AuthBase,base class that all aut implementations derive from,[0 0 0 0 1],es
PreparedRequest,contains the exact bytes that will be sent to the server.,[0 0 0 0 1],es
PreparedRequest,generated from a class request object or manually.,[0 0 1 0 0],es
PreparedRequest,use,[1 0 0 0 0],es
PreparedRequest,"req requests^request get , https https httpbin^org get",[1 0 0 0 0],es
PreparedRequest,r,[1 0 0 0 0],es
PreparedRequest,s requests ^ session,[1 0 0 0 0],es
PreparedRequest,s^send r,[1 0 0 0 0],es
PreparedRequest,response 200,[1 0 0 0 0],es
Response,"the class response object, containing a",[0 0 0 0 1],es
AccessMixin,Functioning.,[0 0 0 0 1],ru
Atomic,"When it's used as a decorator, call to wrap it up.",[1 0 0 0 0],ru
Atomic,"When it is used as a context manager, the entry creates a transaction or",[1 0 0 0 0],ru
Atomic,"(b) Exit makes a transaction or releases a security point on a normal exit,",[1 0 0 0 0],ru
Atomic,:: A set of savings point identifiers is maintained as an attribute,[1 0 0 0 0],ru
AtomicTests,there are only a few basic tests with a decorator.,[0 0 0 1 0],ru
AutoFieldMeta,Autofieldmixin is supposed to be a public apie when possible.,[0 0 0 1 0],ru
AutoFieldMeta,stored in a database.,[0 0 0 1 0],ru
AutoFieldMeta,Automatic field as a subclass of autofilm.,[1 0 0 0 0],ru
AutoFieldMeta,will be used instead in the field.,[1 0 0 0 0],ru
AutoFieldMeta,"In considering these issues, this meta-class could be used for",[0 0 1 0 0],ru
AutoFieldMeta,to detect automatically generated fields.,[0 0 1 0 0],ru
BarAccount,(b) a specific service account for a type of bar.,[0 0 0 0 1],ru
BaseCommand,"Basic class, from which all managers ultimately take the lead",[0 0 0 0 1],ru
BaseCommand,use this class if you want access to all mechanisms that,[0 0 1 0 0],ru
BaseCommand,Process command line arguments and find out which code to call,[0 0 1 0 0],ru
BaseCommand,Consider using one of the sub-classes identified in this file.,[0 0 1 0 0],ru
BaseCommand,django admin or control βpy load command class,[1 0 0 0 0],ru
BaseCommand,and calls it running away from the Argv Method.,[1 0 0 0 0],ru
BaseCommand,Any environmental changes requested under such options as,[1 0 0 0 0],ru
BaseCommand,"Pythonpat, and then he calls the method of execution,",[1 0 0 0 0],ru
BaseCommand,3,[1 0 0 0 0],ru
BaseCommand,the execution method will try to execute the command,[1 0 0 0 0],ru
BaseCommand,I'm gonna call the handle method with distorted arguments.,[1 0 0 0 0],ru
BaseCommand,output and if the command is designed to create a block,[1 0 0 0 0],ru
BaseCommand,4,[1 0 0 0 0],ru
BaseCommand,"if the use or execution entails any exceptions, e.g.",[1 0 0 0 0],ru
BaseCommand,It's a message to the steder.,[1 0 0 0 0],ru
BaseCommand,"Thus, the handle method is usually the starting point for",[0 0 1 0 0],ru
BaseCommand,"all their logic in the handle, or do some extra.",[0 0 1 0 0],ru
BaseCommand,"Specialized methods, if necessary.",[0 0 1 0 0],ru
BaseCommand,Several attributes affect behavior at different stages along the way,[0 1 0 0 0],ru
BaseCommand,assistance,[0 1 0 0 0],ru
BaseCommand,A brief description of the command to be printed,[0 1 0 0 0],ru
BaseCommand,Wrapped in the beginning and commitment .,[0 1 0 0 0],ru
BaseCommand,Demands that migration checks be carried out;,[0 1 0 0 0],ru
BaseCommand,Disc migration is not consistent with migration in the database.,[0 1 0 0 0],ru
BaseCommand,for validation of selected application models s,[0 1 0 0 0],ru
BaseCommand,"Self-check the application configuration with the handle , where the conigs applications",[0 1 0 0 0],ru
BaseCommand,Application register.,[0 1 0 0 0],ru
BaseDatabaseSchemaEditor,"Renaming, indexing, et cetera.",[0 0 1 0 1],ru
BaseYearArchiveView,List of objects published this year.,[0 0 0 0 1],ru
BCryptSHA256PasswordHasher,Safe password hashing using recommended bryptum algorithm,[0 0 0 0 1],ru
BoundWidget,Class of container used for iteration on widgets.,[0 0 0 0 1],ru
BoundWidget,It's good for you.,[0 0 1 0 0],ru
BoundWidget,Widgets who have a choice.,[0 0 1 0 0],ru
BoundWidget,"For example, in the following cases:",[1 0 0 0 0],ru
BoundWidget,% for radio in my image,[1 0 0 0 0],ru
BoundWidget,label,[1 0 0 0 0],ru
BoundWidget,% for %,[1 0 0 0 0],ru
Choices,Class to create the options listed.,[0 1 0 0 1],ru
ChunkIter,gave a file like an object like,[0 0 0 1 0],ru
Client,A class that can act as a customer for the purpose of verification.,[0 0 0 0 1],ru
Client,"allows the user to prepare requests for receipt and dispatch, and",[0 0 0 1 0],ru
Client,the server response objects are annotated with details,[0 0 0 1 0],ru
Client,The process of responding to the request.,[0 0 0 1 0],ru
Client,It's not meant to replace Twilla selenium or,[0 0 1 0 0],ru
Client,Contexts and templates drawn from the point of view rather than from the point of view,[0 0 1 0 0],ru
Client,html is given to the end user.,[0 0 1 0 0],ru
Combinable,to be able to combine one or two objects with,[0 0 0 0 1],ru
Combinable,some kind of connector.,[0 0 0 0 1],ru
Combinable,"For example, fouof par.",[1 0 0 0 0],ru
ConsoleDirective,The second tab shows a window command line equivalent to a normal one.,[0 0 0 0 1],ru
CustomCacheKeyValidationTests,Testes for the ability to mix the custom key validation method,[0 0 0 0 1],ru
CustomHeaderRemoteUserTest,Middleware remote-user subclass test with a registered user http://www.oh,[0 1 0 0 1],ru
DatabaseReceiver,used in tests to argue the database in signals No. 13552,[0 0 0 0 1],ru
DblFromGeom,As a last argument.,[0 1 0 0 0],ru
DisallowedModelAdminToField,The wrong in the field was transmitted to watch admin via url string request,[0 0 0 0 1],ru
EarliestOrLatestTests,for the earliest and latest test methods,[0 0 0 0 1],ru
ErrorDict,A collection of mistakes that know how to show themselves in different formats.,[0 0 0 0 1],ru
FakePayload,", the network cannot be requested and cannot be read out outside its contents",[0 0 0 0 1],ru
FakePayload,It's long.,[0 0 0 0 1],ru
FallbackStorage,store any unsolved,[0 0 0 1 0],ru
FallbackStorage,Messages in each turn.,[0 0 0 1 0],ru
FootNote,Model added for ticket 19838,[0 0 1 0 0],ru
FrenchTestCase,Test using French translation of the sample.,[0 0 0 0 1],ru
Group,Table column fields,[0 0 0 0 1],ru
HiddenRangeWidget,"Widget, which breaks the entrance into two hidden entrances of the type.",[0 0 0 0 1],ru
ImageFileDescriptor,"The only difference is,",[0 0 0 1 0],ru
ImageFileDescriptor,"Accumulate width in relation to field width, if appropriate.",[0 0 0 1 0],ru
InputStreamExhausted,This device is no longer allowed to read.,[0 0 0 1 1],ru
InvalidBasesError,- The basic classes of the model cannot be allowed.,[0 0 0 0 1],ru
ListMixin,A basic class that provides a complete list of interfaces.,[0 0 0 0 1],ru
ListMixin,The derivative classes shall cause the function of listmixin s init,[0 0 0 1 0],ru
ListMixin,"The function gets one external I, i",[0 0 0 1 0],ru
ListMixin,Return one item with index i for general use.,[0 0 0 1 0],ru
ListMixin,The index I always satisfy 0 i Len el el .,[0 0 0 1 0],ru
ListMixin,"function receives a single internal I, i",[0 0 0 1 0],ru
ListMixin,"Note that in the case of a single internal return and a single internal return,",[0 0 0 1 0],ru
ListMixin,"different types of objects, the set-up list should distinguish between",[0 0 0 1 0],ru
ListMixin,to recreate the whole object.,[0 0 0 1 0],ru
ListMixin,It is therefore necessary to preserve these values on a temporary basis.,[0 0 0 1 0],ru
ListMixin,"function set single I, i, value",[0 0 0 1 0],ru
ListMixin,Set one paragraph in index i to determine the optional value,[0 0 0 1 0],ru
ListMixin,an object using a list.,[0 0 0 1 0],ru
ListMixin,Return length,[0 0 0 1 0],ru
ListMixin,- Minimum legal length optional,[0 0 0 1 0],ru
ListMixin,Int max. length,[0 0 0 1 0],ru
ListMixin,maximum legal length optional,[0 0 0 1 0],ru
ListMixin,Type or tube of authorized types of goods optional,[0 0 0 1 0],ru
MakeListTests,I ran away.,[0 0 0 1 0],ru
Migration,He'll have one or more.,[1 1 0 0 0],ru
Migration,of the following attributes:,[1 1 0 0 0],ru
Migration,replaces the list of migration names,[1 1 0 0 0],ru
MigrationGraph,Got it.,[0 0 1 0 0],ru
MigrationGraph,:: The operator of the graph is not liable;,[1 0 0 0 0],ru
MigrationLoader,- new migration.,[0 0 0 1 0],ru
MigrationLoader,in memory.,[1 0 0 0 0],ru
MultiValueDict,Same key.,[0 0 0 0 1],ru
MultiValueDict,"d A multi-digit name for Adrian, Simon, position developer.",[1 0 0 0 0],ru
MultiValueDict,Simon.,[1 0 0 0 0],ru
MultiValueDict,None,[1 0 0 0 0],ru
MultiValueField,aggregate the logic of several fields.,[0 0 0 0 1],ru
MultiValueField,Its pure method uses a decompressed list of values that then,[0 0 0 1 0],ru
MultiValueField,each value in,[0 0 0 1 0],ru
MultiValueField,The list shall be cleaned with the corresponding field for the first value:,[0 0 0 1 0],ru
MultiValueField,"Cleared on the first field, the second value cleaned on the second field",[0 0 0 1 0],ru
MultiValueField,"After all fields have been cleaned, list of net values",[0 0 0 1 0],ru
MultiValueField,is compressed into a single value.,[0 0 0 1 0],ru
MultiWidget,A widget made up of several widgets.,[0 0 0 0 1],ru
MultiWidget,"In addition to the values added by the widget context, this widget",[0 0 0 1 0],ru
MyModel,Subclass of a model with a registered base using a metaclass.,[0 0 0 0 1],ru
Operation,Basic class for migration operations.,[0 0 0 0 1],ru
Operation,I'm actually doing it on the database live.,[0 0 0 1 0],ru
OverwritingStorage,Unused name.,[0 0 0 0 1],ru
ParentWithDependentChildren,A model that depends on the confirmation of the key relationships of foreign children,[0 0 0 0 1],ru
Permission,and user groups.,[0 0 0 0 1],ru
Permission,Useful in your own code.,[1 0 0 0 0],ru
Permission,and add an object.,[1 0 0 0 0],ru
Permission,The change authorization limits the user &apos; s ability to see the change,[1 0 0 0 0],ru
Permission,The permission to view limits the ability to view the object.,[1 0 0 0 0],ru
Permission,The above permits are automatically created for each model.,[0 0 0 1 0],ru
ProxyModelInheritanceTests,This test creates two dummies,[0 0 0 1 0],ru
ProxyModelInheritanceTests,"The application and calls migrate, then check that the table has been created.",[0 0 0 1 0],ru
RawPostDataException,"Files, etc.",[0 0 0 1 1],ru
RequestFactoryEnvironmentTests,Regression tests for #8551 and #17067 ensure that environmental variables,[0 0 0 1 1],ru
ReverseGenericManyToOneDescriptor,in the example,[1 0 0 0 0],ru
ReverseGenericManyToOneDescriptor,Post-comments are a reversible multiple descriptor.,[1 0 0 0 0],ru
SameAsLookup,The operator is the same as the operator.,[0 0 0 1 1],ru
SameAsLookup,it checks the actual geometrical,[0 0 0 1 1],ru
SameAsLookup,- equality of the two characteristics.,[0 0 0 1 1],ru
SameAsLookup,"if a and b are the same thing,",[0 0 0 1 1],ru
Serializer,Transform the request to Json.,[0 0 0 0 1],ru
SessionStorage,":: Keep messages in session, i.e. django_control.sessions.",[0 0 0 0 1],ru
SessionStore,It's inside the session model.,[0 0 0 1 0],ru
SpatialRefSysMixin,The spatial editing of objects reduces the redundant code.,[0 0 1 0 1],ru
SplitHiddenDateTimeWidget,"Widget, which splits the input time into two hidden entrances of the type.",[0 0 0 0 1],ru
TemplateDoesNotExist,- the exception used in the absence of a template.,[0 0 0 0 1],ru
TemplateDoesNotExist,optional arguments,[0 1 0 0 0],ru
TemplateDoesNotExist,Reverse,[0 1 0 0 0],ru
TemplateDoesNotExist,We tried.,[0 1 0 0 0],ru
TemplateDoesNotExist,That's it.,[0 1 0 0 0],ru
TemplateDoesNotExist,":: Origin is an object of origin or type of duck, and condition is a line from",[0 1 0 0 0],ru
TemplateDoesNotExist,chain,[0 1 0 0 0],ru
TemplateDoesNotExist,It's used for,[0 1 0 0 0],ru
TemplateDoesNotExist,incorporate several exceptions when loading templates from several,[0 1 0 0 0],ru
TemplateDoesNotExist,Engines.,[0 1 0 0 0],ru
TestImageFieldFile,File class in a field that records whether the file is based on it or not,[0 0 0 0 1],ru
TestImageFieldFile,was open.,[0 0 0 0 1],ru
UniqueAnchor,It's a model that can be used as,[0 0 0 0 1],ru
UniqueAnchor,Something for other models.,[0 0 0 0 1],ru
UserCreationForm,a form that creates a user without any privileges on behalf of the user; and,[0 1 0 0 1],ru
UserCreationForm,password.,[0 1 0 0 1],ru
VariableWrapper,This can be used as a whole for any other object to be transferred to,[1 0 0 0 0],ru
WindowFrame,There are two types of frame.,[0 0 0 1 0],ru
XFrameOptionsDecoratorsTests,Test for option decorators x.,[0 0 0 0 1],ru
XFrameOptionsMiddleware,"Response from loading to frame at any site, set x frame options to",[1 0 1 0 0],ru
XFrameOptionsMiddleware,"Your project, Jjango, is in order to deny it.",[1 0 1 0 0],ru
Audio,when the object is returned by the entry cell or transferred,[0 0 0 1 0],ru
Audio,Only works in a notebook on the front.,[0 0 0 1 0],ru
Audio,maybe one of them.,[0 1 0 0 0],ru
Audio,List of floats or whole floats representing a wave monoform,[0 1 0 0 0],ru
Audio,Depends.,[0 1 0 0 0],ru
Audio,a url for downloading data.,[0 1 0 0 0],ru
Audio,A path to a local file to download data from.,[0 1 0 0 0],ru
Audio,:: References to the original source.,[0 1 0 0 0],ru
Audio,Make it happen if you want.,[0 1 0 0 0],ru
Audio,Audience to play later without connection to the Internet in the notebook.,[0 1 0 0 0],ru
Audio,"By default, it's true, unless there's an argument for the key word url, then.",[0 1 0 0 0],ru
Audio,The default value does not correspond to .,[0 1 0 0 0],ru
Audio,Auto-playing of the pin,[0 1 0 0 0],ru
Audio,"By default, it's a fake.",[0 1 0 0 0],ru
Audio,Normalize the rock,[0 1 0 0 0],ru
Audio,Range.,[0 1 0 0 0],ru
Audio,"In the case of a false installation, the data shall be between",[0 1 0 0 0],ru
Audio,"1 and 1 inclusive, otherwise there is an error.",[0 1 0 0 0],ru
Audio,applies only if the data are a list or set of other types of samples,[0 1 0 0 0],ru
Audio,Audience never normalizes.,[0 1 0 0 0],ru
Audio,# To generate sound,[1 0 0 0 0],ru
Audio,raw imports as np,[1 0 0 0 0],ru
Audio,frame 44100,[1 0 0 0 0],ru
Audio,"Sound data, volume frame",[1 0 0 0 0],ru
Audio,Data list np·sin 2 np>pi 220 t,[1 0 0 0 0],ru
Audio,Audio url http://wwww3schoolscom html horse org,[1 0 0 0 0],ru
Audio,Path to file sound name,[1 0 0 0 0],ru
